ID,Time,Title,Category,Salary,Company,Company Reviews,Company Rating(out of 5),Url,Location,Description,min_experience,max_experience,short_type
779,13 days ago,Data Analyst/ Business Analyst,Data Analyst,,UNI-CHINA (MARKET) MANAGEMENT LIMITED,,,https://www.indeed.hk//rc/clk?jk=3ca83746bbc3d388&fccid=0bfd387dcb8cfe82&vjs=3,Hong Kong,"Hong KongUni-China (Market) Management Ltd. 建華 ( 街市 ) 管理有限公司
Established in 2013, Uni-China(Market) Management Ltd. is responsible in fresh market revitalization, operation and management. Each of our markets presents innovative and characterized design. With sound ancillary measures and diversified promotional activities, including, first-ever Market DJ, e-membership and the roll-out of e-wallet, we pursue to make a different to Hong Kong markets.
In 2014, the renovation project of Tin Shui Market became the first market winning the Gold Award at the World Union of Wholesale Markets (WUWM) Market Awards. In 2017, M.C. BOX (Lung Hang) was awarded the Silver Award in ICSC Asia-Pacific Shopping Centre Awards under the category of Retail Concepts, which proves that our markets have achieved international standard after the enhancement projects.
To cope with our business expansion, we are inviting competent candidates to apply for the following position:

Responsibilities : Support the data conversion and migration activities to develop, execute conversion program for system revamp Support system implementation i.e. data dictionary, data cleaning, data download and data analyst Use database tools (SQL Server, SSRS) to trace data transformation logics from multiple data sources Train users to use new functions and conduct user acceptance tests Create Excel reports to track and identify trends in sales and revenue by using VBA and SQL Manage and develop SSRS report, design the data integration and ETL with data warehouse, built data update and upload path for supporting timely data reflection Handle ad hoc task assigned by Business Control team
Requirements: Degree in Finance/Accounting/Business/Information System (or equivalent) 2 - 4 years relevant in ETL/data manipulation and data processing is an advantage Experience in BI tools is a must Creating reports with Excel VBA knowledge is a must Ability to create data queries/reports, and to communicate those results to colleagues with less of a background in data Ability to analyze quantitative and qualitative data to develop reports for management review Proficient in reporting tools such as SSRS or other SQL browser tools such as Navicat Fluency in reading, writing, and speaking English, Mandarin and Cantonese. Well organized, excellent interpersonal and communication skills Strong attention to detail and the ability to work under pressure Candidates with more experience will be considered as Senior Data Analyst/ Senior Business Analyst
We Offer: 5 day work week Competitive Salary Package 13 months' Guaranteed Salary Performance Incentives Group Medical Scheme Birthday Leave Provide Free Lunch Energetic & Dynamic Culture

For more information, please visit our website at https://www.hkmarket.com.hk/
Interested parties, please send your detailed resume, availability, present and expected salary to Human Resources Department by clicking “ Apply Now” .
We are an equal opportunity employer. Applications from all qualified candidates are welcome.",,4,DA
780,30+ days ago,"Lead Data and Products Analyst, Commercial Banking IT - HSBC Operations, Services and Technology",Data Analyst,,HSBC,,4,https://www.indeed.hk//rc/clk?jk=a53b80df8d8b9bbd&fccid=04c9b139c84ea1b5&vjs=3,"Kowloon City, Kowloon","Kowloon City, KowloonSome careers prize diversity more than others.
If you’re looking for a career where you will be respected as an individual and valued for the contributions you make, join HSBC and discover how diversity drives our success.
HSBC Operations, Services and Technology is a pivotal part of the Group, providing essential operational and technical support to our global businesses and helping improve customer service and efficiency. HOST combines global expertise and technology to help keep us ahead of the competition.
HSBC is an equal opportunities employer and welcomes applications from people of all backgrounds. We particularly welcome applications from disabled people, ethnic minorities and individuals returning to the workplace following a career break or retirement, as these groups are currently underrepresented within the financial services industry.

We are currently seeking a high caliber professional to join our team as Lead Data and Products Analyst .

Principal responsibilities
Responsible for Data and Analytics products and data analysis across the ASPAC region
Analyze and advice users on Data and Analytics products and data usage
Manage the product evolution and enhancements
Manage and consult with stakeholders to determine data requirements.
Generate data from relevant HSBC systems as well as external sources.
Participation on the design and delivery of reporting applications
Conduct analysis to detect trends and anomalies
Suggest remedial actions or escalate detections which give cause for concern
Share information with stakeholders in suitable forms, these may be charts, tables or templates
Participate in forums, meetings or events to interpret data and support decision making
Where team management responsibility is required, Data Analysis job holders will manage the provision of developmental activity for team members and oversee their work schedules to ensure optimum coverage for stakeholders
Qualifications
Requirements
Bachelor Degree or Equivalent
Written and verbal English communication skills such as Cantonese and Mandarin beneficial
HSBC experience with good business and product knowledge a big plus
Years of Data and Analytics solution and data experience
Strong experience or understanding of Data and Analytics technologies such as DWH, Data Lake, Big Data, Visualization tools, Machine Learning, AI, NLP
Knowledge on Google and Ali Cloud platforms and available tools a plus
Candidate with less experience will be considered as Data and Products Analyst
You’ll achieve more when you join HSBC.

Candidate with less relevant experience or skills may be offered a lower Global Career Band than stated above.

HSBC is committed to building a culture where all employees are valued, respected and opinions count. We take pride in providing a workplace that fosters continuous professional development, flexible working and opportunities to grow within an inclusive and diverse environment. Personal data held by the Bank relating to employment applications will be used in accordance with our Privacy Statement, which is available on our website.
HSBCDA",,,DA
781,14 days ago,Multiple Hiring* Data Analyst - Tier 1 Bank! (SAS & SQL),Data Analyst,,Michael Page,244,3.4,https://www.indeed.hk//rc/clk?jk=7363cdc11c47fbbc&fccid=77087bd1709a8148&vjs=3,Hong Kong,"Hong KongTemporaryFunction:Banking & Financial Services
Specialisation:Business Analysis / Change / PMO
Industry:Financial Services
Location:Hong Kong
Contract Type:Temporary
Consultant name:Kingsman Yu
Consultant phone:+852 2258 3544
Job Reference:4084689",,,DA
782,30+ days ago,Data Analyst - Top Marketing Company,Data Analyst,,Hays,719,3.6,https://www.indeed.hk//rc/clk?jk=26b9da59a0437979&fccid=31670bef3ae6497b&vjs=3,Hong Kong,"Hong KongYour new company is an international marketing company. They are reputable and well-known worldwide. The organisation is currently experiencing tremendous growth and is seeking an experienced Data Analyst.


Your new role

In your new role you will be responsible for data analytics and database marketing projects. You will need to support campaign design, measure customer data, and formulate marketing strategies. You will also need to generate regular reporting’s and support system report development.


What you'll need to succeed

As the successful candidate you will need to have at least 2 years of experience. You will need to have experience with statistical analysis. Knowledge of MS SQL Server is highly preferred. Experience with SAS or R is an advantage.


What you'll get in return

For your hard work, commitment and expertise you will be rewarded with an excellent opportunity with an innovative international marketing company. This company, one of the fastest growing worldwide will truly value your career development. You will receive a good salary and opportunity to expand your career.


What you need to do now

If you’re interested in this role, click “apply now” or for more information and a confidential discussion this role or to find out more about IT and Digital opportunities contact Wesley Au-Yeung at +852 2230 7436 or Wesley.auyeung@hays.com.hk #1125653",2,2,DA
783,30+ days ago,BUSINESS ANALYST DATA QUALITY ANALYSIS AND SOLUTIONS,Data Analyst,,T&S Quantum,,,https://www.indeed.hk//rc/clk?jk=ebe0c77dd9aaef0e&fccid=e6d85d0cd323f035&vjs=3,Hong Kong,"Hong KongResponsibilities:
Requirement gathering – Work with requirement providers and onsite team based in Jersey City to gather and analyze requirements, conduct and participate in meetings / workshops to understand requirements.
Analysis – Conduct functional/ Technical/ impact analysis. Write functional / Technical specifications for offshore development team based in Mumbai and Chennai.
Testing – Support SIT / UAT and Regression testing. Create test cases as needed for testing. Update the IHC testing tool, HP ALM as needed. Work on defect resolution on defects raised by Users.
Requirement:
Excellent written and oral communication skills as well as presentation skills.
Strong analytical and technical skills.
Strong understanding of operational reconciliations within the Financial Services Industry, Banking and Capital Markets sectors.
Proven delivery management skills including project planning, coordination.
Strong knowledge of SDLC.
Prior experience of working in onshore offshore model is a Plus.
Remarks:
Remarks:
For interested parties, please state your availability, last drawn salary and expected salary in your CV and send it to 'personnel@tsquantum.com'.
Also, please state the source of the job advertisement (e.g. cpjobs) in your email. CVs that are sent to 'personnel@tsquantum.com' will be processed on a priority basis.",,,DA
784,4 days ago,Business Analyst in Data Processing - (Contract Post),Data Analyst,,ADVANCE RESOURCES PERSONNEL CONSULTANTS LTD,,,https://www.indeed.hk//rc/clk?jk=cda5c0c071c8c66b&fccid=b35e3ab41e9cede6&vjs=3,Hong Kong,"Hong KongEstablished in 1994, Advance Resources is one of the leading HR Consulting Group in Hong Kong and China. Our Services: HR Outsourcing Secondment Recruitment Process Outsource (RPO) Payroll and Administration General Placement Our firm specializes in the financial services markets, particularly in retail and commercial banks, fund houses, asset management, general and life insurance companies, Information Technology (IT), engineering, Government and Public Sector.
Our client is one of the world’s largest banking and financial services organizations. It comprises around 3,500 offices in over 60 countries. Our client has numerous businesses steams, including banking and wealth management and global markets, and continues to grow rapidly. We are currently seeking high caliber professionals to join their winning team.

Responsibilities:
Develop business analysis to support business initiatives for monitoring the business performance
Collaborate with various departments to design and develop management reports to fulfill the business need under considerable deadline pressure
Develop and test complex programs, queries according to business specifications and in alignment with Group policies, standards.
Support to transform the business requirements into programs and processes to deliver high quality information deliverables, example, analysis, management information reporting, data extracts, campaign files, in both a regularly scheduled and ad hoc fashion Requirements:
Bachelor’s degree, or equivalent, in Mathematics, Quantitative Analysis, Computer Science or related field. Advanced degree preferred.
Experience in SQL and SAS programming.
Experience in VBS development, QlikSense, Tableau, Webpage design or equivalent would be a plus
Experience in system automation and job scheduling (e.g. Control-M).
Experience in project coordination with different stakeholders.
Experience in building and maintaining document inventory (e.g. SharePoint, Confluence)
Banking experience in compliance, business analysis, data analysis and data management is a plus.
Strong communication, analytical, organizational, interpersonal skills are required. “Interested parties, please send full resume, expected salary and contact telephone number by clicking Apply Now. For other job opportunities, please visit www.advanceresources.com.hk Please join as our Facebook fans in order to receive update news: www.facebook.com/arpcl",,,DA
785,30+ days ago,SSI and Static Data Management Analyst (Evening Shift),Data Analyst,,Mega Jobs,,,https://www.indeed.hk//rc/clk?jk=6d338aa6c6e96b34&fccid=6fd18c15329991b0&vjs=3,Hong Kong,"Hong KongOur client is a well established bank in Hong Kong. It is now inviting high caliber professionals to join their Banking Company.

​

Summary

SSI and Static Data Team analyst is responsible for managing the capture, maintenance and deletion of SSI’s and static data related to Capital Market Operations

​

Responsibilities

Maintain and distribute CA-CIB (London and Paris) and CASA SSI’s

Obtain and maintain counterparties’ SSIs within CMO BO systems, as well as additional static data (contacts, attributes) as required

Manage all requests or incoming documentation received pertaining to SSI or static data for CMO

Ensure that incoming SSI changes and broadcast are reflected accurately within the systems (including the update of outstanding trades impacted by the change)

Perform 4 eyes check

Maintain adequate filling and audit trails

Ensure all the tasks performed are documented and easily evidenced to auditors

Liaise competently and professionally with other teams and departments

Follow procedures

Escalate any critical issue or risk identified in a timely manner

Reflect completed controls with PRisM (Permanent Risk Monitoring)

1. Systems Used

Internal

Calypso CIBOS, SUMMIT, MUREX V3, EAI-KFEE

External

OMGEO ALERT, SSI search, Swift.com, Bankers Acuity

Requirements

University Degree

Ability to write and communicate clearly, easily and efficiently

Autonomy / Pro-activity

Excellent sense of urgency and prioritization

English and French speaking, reading, writing

Prior successful experience in Back-Office (payments, Nostro account management, etc.) will be a plus

Good understanding of the processing of Capital Markets Operations

Good knowledge of Capital Markets products

Excellent Risk awareness (especially operational risk)

Proficient in Microsoft Office

Competitive package will be offered to the right candidates. If you are interested, please send your full resume with current and expected salary in Word format to us.

All applications will be treated in strict confidence and all personal data collected will be used for recruitment purpose only.",,,DA
786,15 days ago,Data Analyst - Credit Management (Ref.: JD-CM-DA),Data Analyst,,"AEON CREDIT SERVICE (ASIA) CO., LTD.",,,https://www.indeed.hk//rc/clk?jk=d814f8e179aacadf&fccid=b8a7ebd18ede534c&vjs=3,Hong Kong,"Hong KongPermanentAEON Credit Service (Asia) Co., Ltd., a public company listed on the Stock Exchange of Hong Kong, is a major player in the credit card market in Hong Kong. We have over 25 years experience in the financial services industry. We are a member of AEON Group which is a Fortune Global 500 company. To cope with our business expansion, we are inviting applications for the following position:

Interested parties please send your application with our reference number and CV with expected salary and availability to[email redacted, apply via company website]

Responsibilities:
Perform evaluation / optimization of prediction models related to collection operations

Using statistical approached to interpret data and generate reports to the management

Promote and maintain data governance framework

Conduct data mining and support IFRS9 reporting

Handle ad hoc projects as assigned

Requirements:
Preferred BSc in related fields ( Risk Management, Statistics or Quantitative Analysis )

Experience position in Risk management, Data Analyst, Credit Analyst

Experienced in develop prediction models in finance fields

Experiences in Programming (VBA, Python, R etc.) and/or Data analytics tools (SAS, Tableau, Qlikview, PowerBI Excel/Access etc)

Strong analytical skill is highly preferred

Good command of both written and spoken English and Chinese

We offer 5-day work week, comprehensive training, on-the-job development program and rewarding career opportunities for ambitious individuals who are looking for challenges.

Interested parties please send your application with our reference number and CV with expected salary and availability to click ""Apply Now"".

(All personal data collected will be used for recruitment purpose only.)

All applications applied through our system will be delivered directly to the advertiser and privacy of personal data of the applicant will be ensured with security.

Full-time,Permanent",5,5,DA
787,30+ days ago,Data Management Analyst (1-year Direct Contract / Renewable),Data Analyst,,Hays,719,3.6,https://www.indeed.hk//rc/clk?jk=9a0958c94c791b40&fccid=31670bef3ae6497b&vjs=3,Hong Kong,"Hong KongYour new company is a global leader in the reinsurance industry. They have excellent exposure within the Asia Pacific Region. The organisation is currently experiencing tremendous growth and is seeking an data management analyst.


Your new role

In your new role you will be responsible for:

Data management using their internal administration system and claims database
Evaluate data quality, loading and maintaining of client data and performing data validation
Analyze reinsurance premiums and claims transactions
Develop and enhance the design and setup of their process and system infrastructure

What you'll need to succeed

To succeed you will need to have:

1-3 years of working experience in related disciplines
Proficient with MS SQL and MS Excel. VBA and other statistical tools like Python, R is a plus
University degree in Mathematics, Statistic, Engineering, or Computer Science
Fresh Grads welcome to apply

What you'll get in return

For your hard work, commitment and expertise you will be rewarded with an excellent opportunity with an ambitious and innovative global reinsurance. The reinsurance, one of the fastest growing worldwide will truly value career development.


What you need to do now

If you’re interested in this role, click “apply now” or for more information and a confidential discussion this role or to find out more about IT and Digital opportunities contact Wesley Au-Yeung at +852 2230 7436 or Wesley.auyeung@hays.com.hk #1143992",,3,DA
788,30+ days ago,Business Analyst (Data Warehouse),Data Analyst,,Mandurah Consultancy,,,https://www.indeed.hk//rc/clk?jk=a805992a1395887c&fccid=524923cc2e0ed901&vjs=3,Hong Kong,"Hong KongOur client is a reputed and sizable logistics solution firm with branches across the globe. They are now looking for potential incumbents to join their team and work together for meaningful global projects.
Design, develop and maintain Enterprise Data Warehouse
Perform analysis, data modeling, data and visualization preparation with high-level business concepts as well as provide valuable recommendation for management review, consideration and decision
Evaluate and recommend technical solution, including software tool and technology
Design and develop architecture and application as to present the analysis result
Requirement: :
Bachelor degree in Computer Science or related disciplines
3+ years’ working experience in Enterprise application and software development
Good knowledge in SQL, PL/SQL and RDBMS
Good command in both spoken and written English and Chinese",,,DA
789,12 days ago,"Big Data Analyst (Python, R, SQL)",Data Analyst,"$18,000 - $20,000",INSPIRE SOLUTIONS LIMITED,,,https://www.indeed.hk//company/inspire-solutions-limited/jobs/Big-Data-Analyst-835d6f2b3d50c39a?fccid=6bf7ebff9ae7de32&vjs=3,Hong Kong,"Hong Kong$18,000 - $20,000 a monthJob responsibilities: Interpret data and analyze results using statistical techniques and provide ongoing reportsProvide analytics reports and insights to support senior management business decisionCommunicate with other departments regularly to share resultsWork with Machine Learning tools such as Cloudera, Hadoop, NoSQLJob Requirements: Degree holders with 1 year of experiencePrevious experience in strategy consulting, market research, or other commercial & analytical rolesProgramming Language such as Python, SQL, RProject experience of designing and building data product requiredJob Type: Full-timeSalary: $18,000.00 to $20,000.00 /monthExperience:data analysis: 1 year (Preferred)Location:Hong Kong (Required)",1,1,DA
790,30+ days ago,Data Analyst,Data Analyst,,Computer Recruitment Consultants Limited,,,https://www.indeed.hk//rc/clk?jk=6e7fe9211629a7c5&fccid=0a60e8f28fc8330c&vjs=3,"North Point, Hong Kong Island","North Point, Hong Kong IslandDate: 15 October 2018

One of our clients, a commerce company is currently seeking a suitable candidate to join their elite team.

Job duties
Analyze structured and unstructured data, visualize findings and discover insights via data modelling, machine learning and optimization technique
Contribute to data-driven culture by improving business processes using data, including presenting results of analyses to non-technical stakeholders
Collaborate with a broad spectrum of stakeholders, including marketers, technical expertise and product teams

Job requirements:
Degree holder in computer science or equivalent
2 - 5 years' working experience in Data Analytics
Experience / knowledge of Hadoop (Cloudera, MapR), Spark, Python, R, SQL and Unix
Self-motivated, eager to explore / learn new technology
Strong analytical skill
Good command of spoken and written English and Chinese

Interested parties, please forward your resume in WORD FORMAT to us by clicking here Computer Recruitment Consultants Ltd or fax to 2528-9091. The information provided by candidates will be treated in strict CONFIDENTIAL and will only be used for recruitment purpose",5,5,DA
791,1 day ago,Intern-Dig data analyst,Data Analyst,"$8,000 - $8,00","RS Components Co., Ltd",,,"https://www.indeed.hk//company/%E6%AC%A7%E6%97%B6%E7%94%B5%E5%AD%90%E5%85%83%E4%BB%B6%EF%BC%88%E4%B8%8A%E6%B5%B7%EF%BC%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-RS-Components-(Shanghai)-Co.,-Ltd/jobs/-7e570d406db5751e?fccid=bb83537d4c24a6ba&vjs=3","Kwai Chung, New Territories","Kwai Chung, New TerritoriesInternship$8,000 - $8,001 a monthReporting StructureReporting to Syed Suroor AnwarVice President – Product, Supplier, Pricing and Inventory Management , Asia PacificKey CompetenciesAchieving Results; adaptable with style and can focus on delivering outcomesConduct ; professional styleProblem Solving ; can self-learn, can think on their feet and use logical reasoningTechnical Expertise ; curious to find out and become aware of latest technical developmentsSelf-Awareness; aware of impact on others and confident when ‘not knowing’ somethingCommunication; able to relate to an audience and explain process and technologyPerson SpecificationMAIN DUTIES AND RESPONSIBILITIES:Establish dashboard on Functional performance across Asia; gather and analyse performance for business units and/or countriesCreate, schedule and maintain business performance reporting ensuring the highest level of data integrityPerform complex analysis and configuration of the BI data environment to facilitate custom reporting and data analyticsThrough systematic analysis, break down and sort through complex and challenging issues and problems to derive an outcomeBuild automation in reporting by building databasesImprove visualisation of reports with clear action follow upCreate action follow up templates and operating rhythmTrain internal staff to take over once project is finishedQUALIFICATIONS:Qualifications and experience in AnalyticsExpert in data visualisation through Excel, MS access , VB / SQL etcTechnical skills:An understanding of and/or aptitude to learn in the following areas:1. MS Excel2. MS access3. VB/SQL4. Data visualisation and warehousingJob Type: InternshipSalary: $8,000.00 to $8,001.00 /month",,,DA
792,3 days ago,"Senior System Analyst - Data Analytics / Data Warehouse | Campaign Management platform | HKD 50,000",Data Analyst,,Venturenix Limited,,,https://www.indeed.hk//rc/clk?jk=c278ff714773f009&fccid=994dad0d53767a7b&vjs=3,Hong Kong,"Hong KongVenturenix is a recruitment company focusing on IT career placements in APAC, particularly Hong Kong.

We provide consultative advise on your career not only based on our recruitment experience, but also based on our industry experience as our recruitment consultants were industry experts. i.e. We have been in your shoes.

With the leverage from our parent company T12M (A private equity firm focusing on Tech firm investment), Venturenix is a recruitment firm that truly understand the latest trend of the IT market not only from human resources perspective, but
also from an investment or Technology acquisition perspective.

Our client, a leading ICT solution provider is looking for a System Analyst to join their Data Analytics team.

Responsibilities:
Build enterprise Big Data Analytic and AI blueprint and collaborate with business users across the organization to assess their needs and define analytical strategy

Handle Data Processing for 5G, iOT, Telecom, Banking Financial data to support Digital Transformation

Assist the evaluation, selection and implementation of tools for data integration, analytics, machine learning and visualization

Analyze structured and unstructured data, visualize findings and discover insights via data modelling, machine learning and optimization technique

Build real time integration capabilities from data source and analytic platform to customer touchpoints

Collaborate with business users, data scientists, technical expertise, various workgroups

Requirements:
Degree Holder Computer Science, Information System, Statistics, Mathematics, or related disciplines

8-10 years solid experience in Data Analytics or Data Warehouse

Experience in Campaign Management platform (e.g. SASCI, Radica, Salesforce, Emarsys, etc.), Interface with AI Chatbot, Campaign Management Systems for Digital Marketing and Mobile Apps

Experience in software vendors offering marketing campaign systems, or any companies with IT supporting marketing campaign systems or data warehouses

Experience in conducting Business and System Analysis with strong business acumen and leadership skills

Working knowledge on Telecommunications industry is a plus
Less experienced candidate will be considered as System Analyst or Analyst Programmer",0,0,DA
793,8 days ago,Data Analyst,Data Analyst,,Bond West Consultants,,,https://www.indeed.hk//rc/clk?jk=4ef1780a91813c3c&fccid=4bbb70267174a4e0&vjs=3,Hong Kong,"Hong KongPermanentOur client is looking for a high caliber candidate .
Responsibilities:
Work closely with internal diverse teams to develop sales operation improvement planProvide advises on contract management aspect to deliver efficiency service to clientsLiaise with legal team in finalizing contract detailsTo ensure procedures are complied with company policyProvide reports and ad hoc duties as assigned

Requirements:
University degree major in Statistics, Business Administration, Marketing or relevant disciplines1-2 years of related experience is preferableGood analytical and problem solving capabilityGood Command in English and Chinese (both Mandarin and Cantonese)Fresh graduates are also welcomed
Please send in your full resume with last drawn , expected salary and availability to jobs@bondwest.com.hk
For other job registrations, please also send your resume to jobs@bondwest.com.hk and we regret that only short-listed candidates will be notified.(Data collected is only for recruitment purpose)


Qualification Degree

Yr(s) Exp 1

Work Location Hong Kong

Monthly Salary HKD 14k-20k

Job Type Full Time, Permanent

Job Category Marketing / Public Relations / Media / Advertising, Sales / Business Development",,2,DA
794,30+ days ago,DATA/APPLICATION ANALYST,Data Analyst,,Junsun Personnel Consultants,,,https://www.indeed.hk//rc/clk?jk=682840716b63ab4a&fccid=0fe4786954e5e0e3&vjs=3,Hong Kong,"Hong KongBusiness Nature: US firm - automation; in US : 國防工程; in HK : automation mfg/Engineering /trading


Probation:



Salary: HK$ 15000 to 25000 (monthly)


Job Descriptions
and Requirement: Degree in Computing Science
5 years or above experience
well knowledge in MS-SQL, ASP, Java, Web-base application....
good English and Mandarin
",5,5,DA
795,30 days ago,Regional Data Analyst - Sourcing/ Supply Chain MNC,Data Analyst,,Michael Page,244,3.4,https://www.indeed.hk//rc/clk?jk=7b624678733a20ba&fccid=77087bd1709a8148&vjs=3,Hong Kong,"Hong KongPermanentFunction:IT
Specialisation:Business Intelligence
Industry:Retail
Location:Hong Kong
Contract Type:Permanent
Consultant name:Eliza Lai
Consultant phone:+852 2848 9544
Job Reference:4081278",,,DA
796,8 days ago,Social Media Analyst (Big Data),Data Analyst,,You Find Limited,,,https://www.indeed.hk//company/You-Find-Limited/jobs/Social-Media-Analyst-a064d0325da9b137?fccid=d8478f715c8c805c&vjs=3,Hong Kong,"Hong KongYouFind, established since 2005, is an interactive digital marketing agency, we are passionate marketers that delivers online solutions by providing smart thinking and smart strategies.With office in Hong Kong and China, YouFind are pioneers in search marketing with 14 years of online marketing experience and we have been trusted time and time again by over 1,000 brands to fulfill their online marketing strategy across all borders, locally and internationally.We are now looking for a smart, passionate and self-driven person interested to pursue a career and capture the trend in the booming online / social media industry in Hong Kong's fastest growing online marketing company.For further information about us, please visit www.youfind.hkResponsibilities include: To manage daily client activities, including monitoring, research, planning and evaluation of corporate reputation strategy;To maintain excellent relationship with clients;To analyze big data and develop digital analysis report (social media) to provide strategic insightTo monitor digital media platforms (including social media, forum, news and blogs) for digital marketing and analytics trends;To monitor project campaign delivery results, evaluate user behavior and adjust content marketing plan and advertising plan.Requirements: Passionate in digital data analysis is a MUST;University or above, preferably in Journalism, Business Administration, Marketing, Communications, IT and Statistics or related discipline;Minimum 1-2 year related working experience in PR, digital or account servicing;Good in Chinese and English reading and written skill;Analytical skills in handling vast amount of data will be an advantage;Be a good team player with excellent interpersonal and communication skills;Self-motivated, multi-tasking, able to work independently and under pressure;Immediately available is preferred.Benefits: 5 days Work + Bank Holidays;Full Medical Coverage;Start with 10 days annual leave;Overtime Meal and Transportation allowance;Professional Training + Good Career Prospect in the Growing Digital Marketing Industry.To Apply: For more information about You Find Ltd., please visit www.youfind.hk.We offer attractive package to the right candidate. Interested parties please send your application by clicking ""Apply Now"".All information received will be used for recruitment purpose only and will be kept in strict confidential.YouFind is an Equal Opportunity Employer and prohibits discrimination and harassment of any kind. All employment decisions at YouFind are based on business needs, job requirements and individual qualifications, without regard to race; family status; gender; disability status or any other status protected by the laws or regulations in Hong Kong.Job Type: Full-timeJob Type: Full-timeExperience:Blogging: 1 year (Preferred)SEO / SEM: 1 year (Preferred)Social Media Marketing: 1 year (Preferred)Social media account management: 1 year (Preferred)",1,4,DA
797,30+ days ago,"Analyst, Data Analytics, Reporting",Data Analyst,,Charteron HR,,,https://www.indeed.hk//rc/clk?jk=cb98c33f69cf409d&fccid=2bad4ae31997f897&vjs=3,"Yau Tsim Mong District, Kowloon","Yau Tsim Mong District, KowloonOn behalf of our client, we are seeking for high caliber for the below position. 1-2 years of experience in Banking or Financial industries
Job Description:
Ø To support in investment products performance monitoring, product management., product sales & risk.
Ø To assist in preparing various market information and business analytics
Ø To support in investment projects implementation
Ø To generate data reports and analytics to support business activities, projects, product planning, sales activities, performance measurement, regulatory requests and decision making
Ø Consult with stakeholders to determine data requirements.
Ø Participate in forums, meetings or events to interpret data and support decision making

Requirements:
Proficiency in MS Excel (Macro), Word PowerPoint is a must.
Knowledge in MS Access, Visual Basics is preferred
Fluent in both written and spoken Chinese and English
Matured mind-set and willing to learn
Be a good team player
Energetic and able to work in stressful and under pressure environment
Accept multi-tasks and meet tight time frame
Manage to delivery quality and consistent output
Immediately available is preferred but not a MUST
1-2 years preferable experience in OTC Derivatives favorable

All submitted personal data will be used for recruitment purposes only.",2,2,DA
798,30+ days ago,Business Analyst / Financial Data Analyst,Data Analyst,,AMAC Human Resources Consultants,,,https://www.indeed.hk//rc/clk?jk=22bf1a10156c1ae8&fccid=17a00382a7a9f280&vjs=3,Hong Kong,"Hong KongNegotiable Per Month
Business Analyst / Financial Data Analyst (2-Year Contract)

Degree holder in Statistics, Mathematics, Actuarial Science, Computer
 Science, Information Technology, Finance or related discipline with
 strong programming background
Solid experience in writing SQL queriesStrong knowledge of MS Excel and AccessGood command of written and spoken English and ChineseAbility to work under pressure and meet tight deadlineAble to work independently as well as contribute effectively as a team
 player

Job Duties:
The incumbent will be a member of the Finance and Risk Management
 team (report to an Actuary) providing supports on tasks
Maintain and extend the core databases of the company for Financial
 Reporting and Actuarial Valuation purposes
Work closely with accounting, actuarial and underwriting staff to
 ensure data accuracy in the core databases
Prepare and maintain proper documentations for the core databasesAdminister transaction data from clientsMaintain and enhance the Management Information SystemsHandling ad hoc requests and/or financial/actuarial/database projects
 as required
Ref.A-48256",,,DA
799,10 days ago,(Senior) Data Visualization Analyst,Data Analyst,,A.S. Watson Group,47,3.4,https://www.indeed.hk//rc/clk?jk=4dcff7dd029512de&fccid=1f593f8528f0c819&vjs=3,"Fo Tan, New Territories","Fo Tan, New TerritoriesContract, PermanentThis role is responsible for translating business inputs and utilizing best practice design techniques to deliver data visualizations and reporting.

Responsibilities:
Analyze business requirements (e.g., functional and technical requirements, information need, business processes) by conducting information-gathering sessions with business stakeholders, analyzing the information and prioritizing the requirements to gain understanding of the business needs.
Create and build data visualizations and reports based on underlying data models to support business requirements - gain understanding of how the business truly operates and leverages information to drive insights through information.
Develop logical data models based on business requirements in order to determine the completeness of the information and process components
Develop testing, implementation, data conversion or application support strategies in conjunction with technical, architecture, and data teams
Job Requirements
Bachelor’s degree in Engineering, Computer Science, Information Systems, or, Business Administration with a concentration in Information Systems.
Proven work experience in building data visualizations and end user reporting utilizing tools specially with Tableau.
Experience creating and refining conceptual alternatives, technology design and blueprint to address business needs.
Experience planning and executing User Acceptance Testing (UAT) and training with business users.
Knowledge in using requirement management tools.
Experience in Agile/DevOps project methodology.",,,DA
