ID,Time,Title,Category,Salary,Company,companyReviews,companyRating,Url,Location,Description,min_experience,max_experience,short_type
247,21 days ago,"Analyst, Trade Support (Financial Products Business Management)",Business Analyst,,BOC International,,,https://www.indeed.hk//rc/clk?jk=2f532557b4f1c271&fccid=9ac7c7b6b0c2d535&vjs=3,Hong Kong,"Hong KongPermanentResponsibilities:
Responsible for trade support on fixed income, equity derivatives and structured products that include deal bookings, trade upload, rate/price fixing, corporate actions, event monitoring, and issue valuation reports etc.
Cash management and reconciliation with back office to ensure timely settlement of related transactions.
Handle collateral calls for listed and OTC products.
Liaison with other departments such as Front Office, Finance & Treasury,
Operations, as well as IT to facilitate day-to-day operation for new and existing products.
Maintenance control procedures to fulfill external and internal audit requirements.
Initiate automation in regular tasks to improve operational efficiency & accuracy.
Requirements:
Bachelor degree holder in any disciplines and preferably in Finance or Accounting.
2 to 3 years hands-on trade support experience in fixed income, equity derivatives or structured products earned from financial institution is highly preferable.
Able to work under pressure and tight deadline.
A team player with good command of written and spoken English and Chinese/Mandarin.
Notes to applicants:
Please apply in strict confidence with full resume, academic record, current and expected salaries.
The personal data provided will be used for consideration of recruitment only. All personal data of unsuccessful candidate will be destroyed within 24 months.
Candidates with Enhanced Competency Framework (ECF): please state on the CV.",3,3,BA
248,23 days ago,Associate Business Analyst / Business Analyst (e-Commerce),Business Analyst,,Cargo Services Far East Limited,,,https://www.indeed.hk//rc/clk?jk=40a63efbd7d1da88&fccid=1e97d232c1ac8aff&vjs=3,Hong Kong,"Hong KongFounded in 1990, the Cargo Services Group is a leading integrated logistics service provider and international freight forwarder headquartered in Hong Kong with offices globally in places like China, the UK, Australia, Singapore, South Africa, Italy, Poland, the Netherlands and Dubai. Over the years, together with an extensive network of agents, we have established our presence in over 80 countries. In China and Hong Kong operation, we have a staff force of over 6000 staff. To cope with our continual expansion, we are looking for capable, pro-active and organized individuals to lead our organization into the future.

Currently, we are looking for capable candidates in the following role:

The qualified candidate will be provided with comprehensive on-the-job training to cope with our complex and expanding business.

Fresh graduates who are seeking a challenging career are welcome to apply.

Responsibilities:
Perform application UAT/ SIT testing and work with testing teams for test case definition

Analyse and define user requirements to create the functional documentation

Work with System Analysts to turn functional document into technical specification

Document the project into systems and processes for management review

Prepare and update system documentation, operation guides and training materials etc.

Requirements:
Degree holder in computer science / software engineering or related disciplines

0-2 years working experience

Fresh graduates will also be considered

Solid experience in System Integration, Electronic Data Interchange

Good communications with written/oral English, Cantonese and Mandarin

Basic Knowledge in Software Development Life Cycle

Previous experience in eBusiness mode is advance

Benefits:
Five-day work week

Birthday Leave

Medical Insurance

Shuttle Bus provided

Education Allowance

Attractive remuneration package and excellent career development opportunities will be offered to the right candidates. For Interested parties, please apply with a detailed resume stating present and expected salary to [email redacted, apply via company website]. You are welcome to visit our website at http://www.cargofe.com.

Personal data collected will be used for recruitment purposes only and kept confidential.

Full-time",,2,BA
249,9 days ago,Business Analyst – Finance Project,Business Analyst,,Robert Walters,68,3.5,https://www.indeed.hk//rc/clk?jk=6f2af32fb8cf66a1&fccid=f01c2f55ec3054bf&vjs=3,Hong Kong,"Hong KongSalary Negotiable
Location Hong Kong
CONTRACTOR
Consultant Shirley Leung
Report to the Head of Business Finance, the team is looking for a subject matter expert of Product Control and Fixed Income to contribute to their IBOR project. If you are interested, please reach out at shirley.leung@robertwalters.com.hk
Responsibilities:

Perform analysis and make recommendations to accommodate the changes in external accounting, regulatory and legal requirements
Mitigate risk and outline the key controls to support a robust and sustainable framework
Collect and Analyse users' requirements for project delivery
Work closely with APAC teams to utterly execute the IBOR Transition project
Stakeholder Management
Other Ad-hoc duties
Requirements:

Accounting or relevant degree qualification or with relevant working experience
Knowledge of investment banking products; Fixed Income is preferred
Work experience in project management/business analysis; with experience handling IBOR/derivatives valuation/hedge accounting project is an advantage
Knowledge IFRS accounting standards and compliance is a plus
Strong written and verbal communication skills
Immediately Available is a plus
Get in touch
Shirley Leung
+852 21035379
shirley.leung@robertwalters.com.hk",,,BA
250,30+ days ago,Business Consultant / Business Analyst,Business Analyst,,Hays,719,3.6,https://www.indeed.hk//rc/clk?jk=fb9fd58ae72ce268&fccid=31670bef3ae6497b&vjs=3,Hong Kong,"Hong KongWe are a global knowledge research and business consulting firm and we are a multinational company equipped with substantial global and regional businesses network. We have been a consistent performer in growth and profitability in recent years. As a result of our rapid expansion, we are searching for high calibre fresh graduates.


Your new role

You are going to be an associate business consultant, who will focus engaging industry leaders in conferences, forums and private meetings on topics related to institutional investors. You will be doing a lot of research and analysis particularly in the financial market within the APAC region.


What you'll need to succeed

Bachelor’s degree or above
Strong in researching, analysing and summarising written content
Passion about finance
Results driven and able to work in a fast pace environment
Maximum 2 years of relevant working experience;;
International exposure is an advantage
Fluent in English and able to speak a South East Asian language will be a plus


What you'll get in return

You will have the opportunity to work with the brightest mind in the industry, coming from all around the globe. You will be dealing with key business leader and high-level business executive. You will be supported by young and energetic team members. We provide a pleasant working environment with open office, transparent communication between employees and flat culture. The salary is really competitive in the market as well.


What you need to do now

If you fulfil all the qualifications mentioned above and have the drive to succeed, or are interested in similar roles within sales,

Please contact Michelle Lau on +852 2230 7917 for more information. Alternatively, please send your CV to michelle.lau@hays.com.hk . #1142857",,2,BA
251,30+ days ago,Business Analyst - ERP,Business Analyst,,Nascent Company Ltd.,,,https://www.indeed.hk//company/NASCENT-COMPANY-LIMITED/jobs/Business-Analyst-5ac00cbe8375c8ec?fccid=25dc0d742dd87083&vjs=3,Hong Kong,"Hong KongPermanentRoles:Work closely with Business Analysis team to gather user requirements and translate into User/Technical specificationsLiaise with Software Development team for projects implementation and deliveryPrepare test configuration and coordinate with business users for User Acceptance Test and trainingExplore feasibility of using latest technology in projectsAssist to resolve projects issues and support daily operation in ERP systemRequirements:3-year+ of IT project management experiences, preferably within Supply Chain and/or Sourcing industryStrong sense in ERP and business processesPassion on innovative and cutting-edge technologyGood command in English, Cantonese and MandarinJob Types: Full-time, Permanent",,,BA
252,30+ days ago,Regional ERP Business Analyst - Dynamic AX - Up to 45K (Perm),Business Analyst,,Ambition,,,https://www.indeed.hk//rc/clk?jk=c0a163b283f498d0&fccid=c9cd3dc1c74035d6&vjs=3,Hong Kong,"Hong KongPermanentContract Type: Permanent

Specialisation: Technology

Salary: Negotiable

REF: BBBH228460_1558019846

Nelson Lee
Regional ERP Business Analyst - Dynamic AX - Up to 45K (Perm)
Location: Hong Kong, Hong Kong

Contract Type: Permanent

Specialisation: Technology

Salary: Negotiable

REF: BBBH228460_1558019846

Nelson Lee
Email Nelson View Nelson's other roles
My client is one of the biggest engineering enterprise, they are actively looking for Regional ERP Business Analyst to join their large scale ERP rollout for APAC.


A degree in Computer Sciences / Information Technology or related disciplines;
At least 7 years' experience in Tier 1 / Tier 2 ERP support and implementation
Working experience in sourcing solutions to streamline business workflow and process (e.g. eProcurement or HR process)
Sound understanding of general accounting, inventory workflow and Project costing
Knowledge in SDLC, converting business requirements into functional specifications and dealing with software development team to ensure the applications / enhancements launched smoothly
Experience in application support, trouble shooting, user manual and providing user training
Knowledge in Microsoft Dynamics AX/Dynamics 365 ERP will is preferred
Experience in a sizable Engineering Company is a plus
Good knowledge in database design and development
PMP holders are preferred
Strong interpersonal skills and able to communicate effectively with all levels
Be able to work independently but as a team player, and be proactive and self-motivated to take on new tasks assignments; have good communication and interpersonal skills",7,7,BA
253,30+ days ago,"Business Analyst, Logistics",Business Analyst,,PEOBASE Limited,,,https://www.indeed.hk//rc/clk?jk=63266506b27e8488&fccid=4e3be47709d0a343&vjs=3,Hong Kong,"Hong KongOne of the Global MNC which is the market leader of its field and has offices in 70 countries, is now seeking a business analyst to join their professional team in Hong Kong.

Responsibilities

Create requirement specifications for the in-house enterprise application system by performing business and functional analysis
Document current business process and providing recommended solutions for future business processes to acquire good business domain knowledge of responsible areas
Ensure IT deliverables that could fulfill the requirements and achieve anticipated business benefits
Participate in system roll out planning, coordinate with IT support teams, and conduct training to global end users
Assist and work with project manager, developers, QA to understand business requirements and the processes
Verify the testing plan / scenarios
Conduct acceptance testing to ensure that the product developed could support the business use cases
Requirements

Degree in a related field, preferably in a business or technical field
At least 3 years of experience in decision support and business analysis
Previous exposure in Logistics, International shipping, or transportation is a plus
Capable of breaking down complex procedures into user-friendly, logical steps for non-technical end-users
Excellent in communication and presentation skills
Good analytical abilities, technical writing skills and time management
How to Apply

Interested parties please send your full resume in WORD format with your current and expected salary including HKB1701041015 in the subject to jobs@PEOBASE.com.

All information received will be kept in strict confidence. Only short-listed candidates will be notified.",3,3,BA
254,22 days ago,Business Analyst (IoT),Business Analyst,,Taylor Coulter Limited,,,https://www.indeed.hk//rc/clk?jk=cf6348fdfc7f70a1&fccid=b9a253be47a43766&vjs=3,Hong Kong,"Hong KongTaylor Coulter, established in Australia, offers professional human resources solution in permanent, temporary staffing and outsourcing services. Our Hong Kong office specializes in industries including Information Technology, Banking Finance and FMCG sectors. Our Consultants are all experienced recruitment professionals in specialized industries who possess strong network and business knowledge to provide the best practice for our candidates and clients.

Our vision is to be recognized as a trusted best practice people solutions partner, offering the most comprehensive range of staffing services in the APAC region.

Our client is a multinational IT consulting firm. As a result of expansion, they are looking for a IoT Business Analyst.

Job Responsibilities:
Get user requirement and generate related documentation

Face client and to discuss requirement and scope

Have the communication with clients BU to write the test cases

Review the quality of test cases

Job Requirements:
Bachelor Degree in Computer Science, Information Technology or equivalent

2-5 years of Business Analysis experience

Solid requirement gathering and documentation skills

Able to drive and document requirement autonomously

Experience in TT (Travel Transportation) industry preferred

Experience in IoT project preferred

Excellent command of written and spoken in English and Chinese

** We are also looking for Business Analyst with others industry knowledge **

To apply for this role, please click the ""Apply Now"" below or send your full resume by MS word format.

Only shortlisted candidate will be notified. Personal data collected by job applicants will be kept in strict confidence and used for recruitment purpose only

Full-time",5,5,BA
255,6 days ago,Business Analyst - Conglomerate,Business Analyst,,KOS International Limited,,,https://www.indeed.hk//rc/clk?jk=2491b4969f946300&fccid=aa207b9300cdbd0f&vjs=3,Hong Kong,"Hong KongPermanentJob Description
Business Analyst
About the Client
Our client is a prestigious conglomerate with a strong presence in HK and China. To cope with their business expansion, they are now looking for a Business Analyst to join their finance team.
About the Role
Report into the Business Managers
Interpret and analyze statistical data, accounting, and operation results for senior managements
Prepare annual budget, forecast, as well as regular management reports
Coordinate with external parties and business units to facilitate project implementation
Take up ad-hoc assignments as required
The Successful Applicant
Bachelor Degree Holder in Accounting, Finance or relevant fields
Minimum 3 years of experience in financial modeling, business analysis and investment
Presentable and able to communicate effectively with different parties
Proactive, flexible and analytical
Strong commercial sense
Highly proficient in Excel and PowerPoint, including Pivot Table and V-Look Up etc.
Fluent in English, Cantonese and Mandarin",3,3,BA
256,30+ days ago,Senior Business Analyst,Business Analyst,,OmniSource,,,https://www.indeed.hk//rc/clk?jk=98d3340c4c22c7d9&fccid=0fcf74ac79ef3d1d&vjs=3,Hong Kong,"Hong KongMy client is an MNC company who serves clients across the globe. To cope with its expanding business, they are looking for new member to join their team.
 Job Requirements:

Degree holder in Computer Science, Information Technology or relevant disciplines
4 to 8 years' relevant experience in Dynamics AX 2012 and Dynamics CRM implementation and support
Logical thinking and detailed minded
Strong knowledge of Retail POS
Good knowledge of SQL Skill
Experience in retail and customer-centric industry is an added advantage
Less experience will consider as Business Analyst
Good command of both written and spoken English and Chinese, conversational Mandarin
Good analytical and interpersonal skills, self-motivated with proven multi-tasking abilities

Responsibilities:

Provide first-tier support to worldwide internal users on Dynamics AX 2012, Dynamics CRM and POS System
Analyze new business requirements, identify problem areas of systems and recommend solutions
Monitor in regular system month-end closing
Responsible for new project and function rollout
Participate in whole project management lifecycle
Translate business requirements into functional specifications
Work with multiple vendors and internal team for project implementation
Work with Business intelligence team for data warehouse building
Other ad hoc projects as per request by management

My client provides excellent career opportunities, full training and support programme, attractive remuneration and a fun working environment.
Interested parties, please send your detailed resume in MS Word format including current, expected salary and date availability to submit_cv@omnisourcehk.com",8,8,BA
257,30+ days ago,Business Analyst - American Multinational Manufacturer,Business Analyst,,Hays,719,3.6,https://www.indeed.hk//rc/clk?jk=8a753ba603ba04d1&fccid=31670bef3ae6497b&vjs=3,Hong Kong,"Hong KongYour new company is an American multinational manufacturer. Their brand is extremely well-known worldwide. The organisation is currently experiencing tremendous growth and is seeking an experienced Business Analyst


Your new role

In your new role you will be responsible for statistical analysis. You will need to drive insights and be creative in solving problems using analytical skills. You will need to execute research and analytics including data ETL. You will be responsible for evaluating information gathered from multiple sources and help business needs from user request. You will need to collaborate and work with partners and senior management.


What you'll need to succeed

As the successful candidate, you will need to demonstrate strong leadership and strong analytical thinking ability. You must demonstrate strong learning capability on new business knowledge, analytics tools & techniques and methods. Most importantly, you will need to have strong communication skills to influence business partners to turn insights to actions.


What you'll get in return

For your hard work, commitment and expertise you will be rewarded with an excellent opportunity with an ambitious and innovative American Multinational Manufacturer. This American manufacturer, one of the fastest growing worldwide will truly value your career development. You will receive a good salary and opportunity to expand your career.


What you need to do now

If you’re interested in this role, click “apply now” or for more information and a confidential discussion this role or to find out more about IT and Digital opportunities contact Wesley Au-Yeung at +852 2230 7436 or Wesley.auyeung@hays.com.hk #1125331",,,BA
258,30+ days ago,Business Analyst,Business Analyst,,Lo Hong Ka (Hong Kong) Limited,,,https://www.indeed.hk//company/RST-Clound-(HK)-Limited/jobs/Business-Analyst-336c66de17f6824c?fccid=066f1fe4db142e19&vjs=3,"Tsuen Wan, New Territories","Tsuen Wan, New TerritoriesResponsibilities:Perform data mining and analysis to identify new business opportunities and threats;Support and work closely with different departments on the needs of data analysis;Collaborate with IT and business units to apply new technologies to drive business results;Interpret and present customer/market findings to address business needs.Requirements:University degree on Statistics, Mathematics, Computer Science, Information Technology or related disciplines;Minimum 3-4 years of related experience, with FMCG or F&B background is preferred;Fluent in Cantonese, good command of written Chinese and English;Knowledge in MySQL database and other statistical software;Immediate or short notice is preferable.工作類型: 全職",4,4,BA
259,30+ days ago,Regulatory Business Analyst x 15,Business Analyst,,Hydrogen Group,,,https://www.indeed.hk//rc/clk?jk=616ccd5f954c6d59&fccid=251eba8a83187770&vjs=3,Hong Kong,"Hong KongContractI am working exclusively with a Corporate Financial Advisory business, who are about to embark on a large-scale, complex, Global Regulatory Program.

They are in need of 15 Business Analysts to liaise directly with their international client base - comprised of a variety of different sectors.

This is an exciting opportunity to move away from the more common regulatory work in the market and take on a challenge within a boutique business, offering you direct access to both clients and senior management internally.

These are 12 month contracts in the first instance but there will certainly be more work available following this Program delivery.

For more information, please contact Chris Lee at chrislee@hydrogengroup.com
#LI-CL2 #LI-41",,,BA
260,18 days ago,Senior Business Analyst in Loyalty Marketing & General Business,Business Analyst,,Hong Kong Broadband Network,3,3.7,https://www.indeed.hk//rc/clk?jk=068d14c9e0a45dd7&fccid=74f2f231c829a39e&vjs=3,Hong Kong,"Hong KongThis position is for a significant joint-venture project – Home+
Our Vision of Home+ is to set up a merchant ecosystem of merchants with shared value, covering different aspects of our customers’ daily household purchases. The mission is to provide customers with the best value for money for the promotional products and services offered, from time to time. For more information, please feel free to visit our website at https://home-plus.hk/

Responsibilities
You will create impact via…
Profile andsegment Home+database to optimize profit and acquisition efforts
Perform and predicative quantitative analyses to support strategic initiatives and present insights to senior management
Back up the marketing data specialist in data quality initiatives
Create financial report and projection as required with accuracy and make recommendations based on results
Support Market research in data needs
Monitor quality of email database and create cleaned data sets
Model, transform and query all data needed for generating segmented marketing campaigns, as well as, formatting and delivering the list to appropriate parties
Monitor quality of email database and create cleaned, transformed data sets
Consistent and regular attendance is an essential function of this job
 Preferred Qualifications and Abilities
The follow attributes will be valued…
Bachelor’s Degree in computer science, business analysis, economics, marketing or related field of study
5 years' relevant experience
SAS or SQL Experience
Advanced knowledge of Excel and MS Office products
Experience with loyalty systems preferred
Ability to analyze data, draw conclusions and make recommendations
Ability to communicate analytic concepts effectively utilizing Chinese, both in oral and written form
Have interpersonal skills with focused and attention to detail
Candidates with less experience will be considered as Business Analyst



We offer excellent career development opportunities in our exciting working environment, and we ensure our talents will be rewarded with a satisfactory remuneration package. Come and join us by sending your comprehensive resume with current and expected salary to hkrecruit@hkbn.net and quoting Reference Code on the subject line.

We commit ourselves to be a caring employer and provide equal opportunities, sustaining a pleasant working environment with zero discrimination on the ground of sex, marital status, disability, pregnancy, family status and race. Personal data provided by job applicants will be used strictly according to our Personal Information Collection Statement, a copy of which will be available on written request.

For general HR enquiries, please contact hr_enquiry@hkbn.net

Share This Opportunity Apply Now",5,5,BA
261,30+ days ago,Business / Financial Analyst,Business Analyst,,AMAC Human Resources Consultants,,,https://www.indeed.hk//rc/clk?jk=3ab5023b8fa5ad82&fccid=17a00382a7a9f280&vjs=3,Hong Kong,"Hong KongNegotiable Per Month
Business / Financial Analyst

University graduate in Accountancy or related disciplinesAt least 3 years audit experience, with exposure in manufacturing
 sector preferred
Previous experience in sizable firm is an advantageStrong problem solving, analytical, communication and interpersonal
 skills
Communicative English and good MandarinProactive, organized, flexible, detail-mindedExcellent creative and critical thinkingBe able to travel to PRC occasionally

Job Duties:
Assist in the preparation of the proforma profit and loss account for
 factories
Collect market intelligence for sales and merchandising teamWork out and implement the credit assessment schemeCompile monthly report for management reviewWork on ad-hoc projects
Ref.A-51638",3,3,BA
262,30+ days ago,Business Analyst,Business Analyst,,Mainstay Asia,,,https://www.indeed.hk//rc/clk?jk=04801064524fceeb&fccid=3a52da77e63d223a&vjs=3,Hong Kong,"Hong KongPermanentOur client is a leading Financial Organisation who are seeking a Business Analysts to help define the requirements and functionality of a new trading system. Specific business domain knowledge is not needed but you must have experience of working with users to define their requirements and translating this back to the software engineers at scale. You will form part of a Business Analyst team and work closely with the development team so an understanding of programming languages will be ideal.
Responsibilities of the Role
Analyse business requirements
Help user visualize their requirements
Translate enhancements into actionable deliverables for the developers,
Prioritize enhancements and do follow-ups and validate the deliveries
Run workshops and create story boards on the product development of the system
Assess the impact of the new features on the application functional design and operational flows
Initiate operational procedure changes with the users, develop user guides and training materials.
Report the delivery status
Identify and mitigate project risks, escalate major project deviation to management.
Ensure a constructive collaboration between Business Analyst team, Development, Testing and Roll out teams.
Be an active contributor to the improvement of the delivery process

Requirements of the Role
Degree educated in an IT or IT related discipline
Strong experience around the SDLC within enterprise organisations
Experience working with business users to define and shape their requirements
Experience with tools like Viso
Good presentation skills
Experience delivering software in a high transactional environment
Team player
Highly driven and result oriented.
Fluent in written English and Cantonese (preferable)

Please send your CV in word format to rcarter@mainstayAsia.com and but “Business Analyst” in the subject heading.",,,BA
263,10 days ago,Assistant Business Analyst,Business Analyst,,Century Distribution Systems (Hong Kong) Limited,,,https://www.indeed.hk//rc/clk?jk=e83b68d76731043b&fccid=fb6b07f6dcd8ca77&vjs=3,Hong Kong,"Hong KongWe are a wholly owned subsidiary of “K” Line, one of the top Japanese ocean carriers globally, and are focused on Buyers Consolidation and Third Party logistics. We are now seeking a progressive and enthusiastic individual to fill the following position in our Hong Kong office.

Job Responsibilities:
Assist and participate in gather and analyze requirements from business users and prepare documents and functional specifications;

Communicate and work closely with stakeholders throughout the project life cycle to ensure successful delivery of projects;

Prepare the regular/ ad-hoc reports

Prepare ad-hoc analysis regarding business monitoring and experience study

Responsible for supporting system testing, coordinating, planning and participating in UAT

Train and support users

Requirements:
Diploma in Computer Science, Information System, Business Administration or Logistics related;

1-2 year working experience is preferred, fresh graduates are also welcomed

Good business sense, proactive, independent and attention to details;

Strong analytical mind, strategic thinking and problem solving skills;

Highly organized self-starter, with the ability to handle multiple projects and meet deadlines;

Understanding of software development life cycle and project management;

Excellent interpersonal and communication skills with logical judgment

Successful candidates must be passionate, self-driven and motivated to seek improvement.

Century is a financially strong company with the backing of a major global shipping company, offering a competitive compensation package and dynamic work environment to the right candidate.

Send us your resume including your current and expected salary by clicking ""Apply Now"" . Resumes without salary expectations will not be considered.

All personal data collected will be used for recruitment purposes only.

http://www.cds-net.com",,2,BA
264,23 days ago,Senior Business Analyst Manager,Business Analyst,,Bupa (Asia) Limited,,3.3,https://www.indeed.hk//rc/clk?jk=718e9a99a2ab7c8f&fccid=18a7374fde10337f&vjs=3,Hong Kong,"Hong KongPermanentJob Purpose

You will lead the development of future business processes, target operating models, and business solutions and will make recommendations based on opportunities that business re-engineering, lean processing and new technology bring.

Accountabilities & Responsibilities

Lead the business analyst team to perform business analysis and design. Work with the business to identify the organization’s strengths and weaknesses, suggest areas for improvement, and define integrated business solutions across departments and internal and external entities.

Facilitate and negotiate business case buy-in from key stakeholders to obtain the best outcome for the organization.

Work with project and program management to contribute to project briefs, project initiation documents (PIDs) and project documentation, where required.

Produce/review test plans and scenarios on behalf of the business and manage testing before becoming operational.

Provide coaching and mentoring to users on business analysis and solution development.

Advise managers and staff on the implementation of new systems and ways of working, facilitating management and staff through the change process and roll-out of best practice standards.

Assist project manager in enforcement of project deadlines, schedules, and project management office (PMO) methodologies.

To be successful in the position, you should ideally have

Bachelor’s degree holder

Minimum 18 years of experience in business analyst role in which at least 6-8 years of management experience in insurance industry.

Experience of using business improvement tools (i.e. BPR, Lean, Six Sigma, Agile, Systems Thinking) to deliver measurable benefits for the business.

Knowledge of project management lifecycle & methodologies (e.g. Prince2, PMP, SDLC, Agile, etc.) and typical problems associated with the implementation of projects is highly preferred

Good understanding of IT architecture, integration and design.

Good inter-personal skills, people management and presentation skills

Good command of both English and Chinese",8,8,BA
265,30+ days ago,"Business Analyst, Information Technolo...",Business Analyst,,WallStone Partners & Company Limited,,,https://www.indeed.hk//rc/clk?jk=efe8eef4a0b03ab6&fccid=411633202f2baa03&vjs=3,Hong Kong,"Hong KongResponsibilities:
Gathering Requirements and documentation from Internal Clients and Stakeholders
Coordinate projects in various parts of the bank
Work with all teams of the bank to bridge any gaps on the project in terms of both requirements and expectations
Work with developers to create, maintain and improve the system according to requirements stated by the users
Have to work with vendors to ensure the projects are carried out smoothly
Provide support to both users and developers during the initial stages of the implementation
Regular review and update Standard Operation Procedure
Regular report and update project status
See through the process of implementation on a day to day basis
To support eChannel system for effective and secured distribution
To prepare technical specification for web page enhancement

Requirements:

University Degree in Computer Science, MIS, IT or related disciplines
At least 5 years’ experience in application system development and support
Knowledge in relational database management systems such as RDB, DB2, MySQL, SQL Server preferred
At least 2 years' banking experience, in particular to Web-base applications on internet/intranet
Good analytical, communication and interpersonal skills
Business-oriented, technically sound and with good organization, coordination and interpersonal skills
Good command of English and Chinese including Mandarin
Able to work independently and under pressure

Interested candidates, please forward your resume in WORD format to hr@wallsp.com quoting reference 'HS_BAIT1122' in the subject line",2,5,BA
266,29 days ago,Business Analyst (6-month Contract),Business Analyst,,Page Personnel,190,2.6,https://www.indeed.hk//rc/clk?jk=cf6d7a4e5e7ac43d&fccid=e5ea1ff710ce39ca&vjs=3,Hong Kong,"Hong KongTemporaryGlobal Top-tier Bank

Excellent Career Progression

About Our Client
Our client is a renowned bank in a global scale. With their large scale of business over the world, they have recorded more than 200 billion HKD of revenue in 2017. With their expanding business, they are currently looking for a talented business analyst with exposure to IFRS 17 to work on the related project.

Job Description
Responsible for:

Requirements Management, Design, Change Management and Implementation Management on the Products and Actuarial work-streams of the IFRS 17 Programme
Establish effective communication channels and coordinate implementation with internal stakeholders
Early change planning and audience analysis
Deliver change interventions including communications, training, and support
The Successful Applicant
Qualifications:

Good understanding of Business Transformation Frameworks, Agile methodologies
Proven track record as an outstanding analyst, consultant and/or project manager
Has specific functional expertise in actuarial, risk management or accounting, preferably in the insurance industry
Eligible to work in Hong Kong
Immediately available is highly preferred
What's on Offer
Attractive Package
Agile Exposure
Contact:
Sedrick Chan
Quote job ref: 4081488
+852 2258 3533
Function:
IT
Specialisation:
IT Business Analyst
Industry:
Financial Services
Location:
Hong Kong
Contract Type:
Temporary
Consultant name:
Sedrick Chan
Consultant contact:
+852 2258 3533
Job Reference:
4081488",,,BA
267,30+ days ago,Business Analyst | Advisory Firm,Business Analyst,,Robert Half,,3.9,https://www.indeed.hk//rc/clk?jk=c5635630f5ce667b&fccid=bc2f0862932e35da&vjs=3,"Central, Hong Kong Island","Central, Hong Kong IslandPermanentHandle full set of accounts.

The Company

A leading business advisory firm is looking for an accounting professional with good communication skills to support their business. Excellent opportunity for those who would like to grow your career in an international environment.

The Role

Perform modelling analysis, financial analysis and business analysis

Provide business insights for management presentations

Participate in the design and formulation of analytics reports and data projects

Work closely with global project teams

Your Profile

Degree in Finance / Accounting / Business Analytics / relevant disciplines

3+ years of experience in management accounting or project accounting

Strong communication and interpersonal skills

Familiar with Power BI / other data analytics tools

Proactive and innovative

Apply Today

To apply online (Word attachment only), please click the 'Apply' button. Please note that only short-listed candidates will be contacted.",,,BA
268,30+ days ago,Business Analyst - Technology (Contract),Business Analyst,,AMAC Human Resources Consultants,,,https://www.indeed.hk//rc/clk?jk=91fe3ea489acd6c5&fccid=17a00382a7a9f280&vjs=3,Hong Kong,"Hong KongNegotiable Per Month

Business Analyst - Technology (1 year contract)

Degree in Business, Information Technology or related disciplines3-4 years of experience in business analysisExcellent business analytical, communication and presentation skillsExperience in business case writing and technical document writingExperience in conducting cost/benefit analysisUp-to-date retail, customer management, digital and ERP knowledgeUnderstanding of the enterprise application software components and
integration
Knowledge in application development and processesDetail-oriented and well organizedSelf-motivated and able to work under pressure in a dynamic
environment
Good command of English, Cantonese and preferably Mandarin

Job Duties:
To understand industry trends and conduct competitor technology
studies
To create and implement new business initiatives analysisTo understand business strategy development from time to timeTo understand and define business challenges and problemsTo communicate expected business outcomesTo capture business objectives and ensure corresponding requirements
are mapped out
To evaluate project objectives and manage project prioritizationTo manage and document business objectives vs requirements matrixTo prepare detailed functional and non-functional requirement
specification
To document and validate business workflowTo suggest and validate business reporting requirementsTo walk-through and validate specifications with business teamsTo manage change request against baseline requirementsTo conduct impact analysis on requirementsTo review existing processes and operations for refinement and
optimization
To work closely with business support and development team
Ref.A-47312",1,4,BA
269,11 days ago,Business Analyst - Capital Market,Business Analyst,,Michael Page,244,3.4,https://www.indeed.hk//rc/clk?jk=7c15ab05e40a4f2d&fccid=77087bd1709a8148&vjs=3,"Central and Western District, Hong Kong Island","Central and Western District, Hong Kong IslandPermanentFunction:IT
Specialisation:IT Business Analysis
Industry:Financial Services
Location:Central and Western District
Contract Type:Permanent
Consultant name:Roger Hon-Kit Liu
Consultant phone:+852 2848 9542
Job Reference:4078892",,,BA
